SMILES,bod_class,exactmw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,Kappa1,Kappa2,Kappa3,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,VSA_EState11,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
Cc1ccc(N)c(c1)[S](O)(=O)=O,0,187.030314148,4.0,3.0,1.0,2.0,3.0,5.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7648719409469,80.39,0.82392,45.40600000000001,7.297856124577777,4.686803999508358,3.906305832971563,2.356339516878753,1.565703240311995,6.481359543650051,3.246740670707718,2.516346747687801,1.4469730216324632,0.8649803290230507,-1.07,9.021491308325707,2.7627287685054576,1.7467761534056498,5.733667477162185,12.9705468580193,10.118126859033554,6.923737199690624,5.563451491696996,23.094584680902607,0.0,0.0,0.0,5.687386274683562,0.0,0.0,12.9705468580193,0.0,0.0,0.0,11.819220675208399,5.733667477162185,23.762552697081826,0.0,0.0,15.805513133717117,5.733667477162185,4.552749873690364,0.0,8.417796984328938,0.0,6.06636706846161,24.619922828310838,0.0,5.687386274683562,4.895483475517775,0.0,0.0,10.118126859033554,0.0,10.118126859033554,10.582869750201336,0.0,5.563451491696996,12.13273413692322,12.990104268152233,0.0,0.0,10.286417350852549,8.417796984328938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.049444444444447,12.048217592592593,-4.180995370370369,0.0,7,0,0,0,0,1,0,1,0,3,0,12,4,2,0,3,3,0,1,7,4,3,2,0,0,5,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0
Cc1cc(N)c(cc1Cl)[S](O)(=O)=O,0,220.991341796,4.0,3.0,1.0,2.0,3.0,6.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.06813816782858,80.39,1.4773200000000002,50.41600000000001,8.354399274415833,5.170417375688865,4.411443590379878,2.8855335355033027,1.7609092550922407,6.781973747469652,3.352389573878998,2.61428437835551,1.568966913516407,0.9089860008983046,-0.7800000000000002,10.301833060556463,3.1723995664419102,2.118185251940756,5.733667477162185,12.9705468580193,10.118126859033554,6.923737199690624,5.563451491696996,17.028217612440994,5.022633313741326,0.0,0.0,5.687386274683562,0.0,11.600939890232516,12.9705468580193,0.0,0.0,0.0,11.819220675208399,5.733667477162185,22.718818942361544,0.0,0.0,27.40645302394963,5.733667477162185,4.552749873690364,0.0,8.417796984328938,0.0,11.600939890232516,24.619922828310838,5.022633313741326,5.687386274683562,4.895483475517775,0.0,0.0,10.118126859033554,0.0,10.118126859033554,15.605503063942663,5.563451491696996,6.06636706846161,6.06636706846161,6.923737199690624,0.0,0.0,21.887357241085063,8.417796984328938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.187010582010583,10.128892195767197,1.378541666666667,0.0,7,0,1,0,0,1,0,1,0,3,0,13,5,2,0,3,3,0,1,7,4,3,2,0,0,6,0,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0
Cc1ccc(c(O)c1)C(C)(C)C,1,164.120115132,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.45454545454545453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.050347443676,20.23,2.998120000000001,51.54380000000004,8.179264403068835,4.211640669462564,4.270603382127822,1.961247358996379,1.2758875137158392,8.179264403068835,4.211640669462564,4.270603382127822,1.961247358996379,1.2758875137158392,-0.9800000000000001,9.110744101633394,2.8142435870704405,1.7866755768963078,0.0,5.106527394840706,5.41499046939678,6.923737199690624,31.898114582465865,18.19910120538483,0.0,0.0,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,33.10993926815928,0.0,29.32600418877882,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,0.0,32.903945735995094,29.531997720943004,0.0,0.0,5.749511833283905,0.0,0.0,0.0,0.0,0.0,5.41499046939678,5.749511833283905,11.126902983393991,0.0,6.06636706846161,19.056471336613843,20.771211599071872,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.250000000000004,0.0,0.0,11,0,0,0,0,0,0,0,0,1,0,12,6,0,0,3,3,0,0,2,1,1,1,0,0,5,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0
Cc1ccccc1[N+]([O-])=O,0,137.047678464,3.0,0.0,1.0,0.0,2.0,3.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.44932095639337,43.14,1.9032200000000001,37.83340000000001,5.5731112531861875,2.9161054386097165,2.0435964108163285,1.312150503623306,0.7682703094874669,5.5731112531861875,2.9161054386097165,2.0435964108163285,1.312150503623306,0.7682703094874669,-1.38,6.7360092807424605,2.4731969036707446,1.1271362188713587,0.0,4.923311048817671,0.0,17.038055468456196,5.563451491696996,24.26546827384644,0.0,0.0,0.0,5.687386274683562,0.0,0.0,4.923311048817671,0.0,0.0,0.0,6.923737199690624,0.0,39.94323803430901,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,18.19910120538483,6.923737199690624,11.629818560158606,4.923311048817671,0.0,0.0,0.0,5.687386274683562,0.0,0.0,10.610697323501233,5.563451491696996,0.0,6.06636706846161,25.122838405075452,0.0,0.0,0.0,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.333333333333332,0.0,0.0,7,0,0,0,0,0,0,1,0,2,0,10,3,1,0,3,3,0,1,6,3,0,0,1,1,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
[O-][N+](=O)c1ccccc1Cl,0,156.993056048,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.387645068878435,43.14,2.2482000000000006,38.106400000000015,5.707004672213869,2.983052148123557,2.1157214663324244,1.3687616631751292,0.8045347356433243,4.951075726195414,2.6050876751143295,1.7085213395918186,1.0491491349145388,0.5997948041288869,-1.0899999999999999,7.022233445566778,2.6626191750189108,1.2473799215558994,0.0,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,5.022633313741326,0.0,0.0,5.687386274683562,0.0,11.600939890232516,4.923311048817671,0.0,0.0,0.0,0.0,0.0,39.40241985635333,0.0,0.0,17.28832616491608,0.0,10.114318268765572,0.0,0.0,0.0,23.733674027155736,6.06636706846161,6.06636706846161,4.923311048817671,5.022633313741326,0.0,0.0,5.687386274683562,0.0,4.923311048817671,10.710019588424888,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,11.600939890232516,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.966882716049387,5.477561728395061,0.0,6,0,1,0,0,0,0,1,0,2,0,10,3,1,0,3,3,0,1,6,3,0,0,1,1,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
Nc1ccccc1[N+]([O-])=O,0,138.042927432,4.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.42426953900948,69.16,1.177,37.50880000000001,5.150461522375813,2.704780573204529,1.8159255101855887,1.1334509714193048,0.6537975440291656,5.150461522375813,2.704780573204529,1.8159255101855887,1.1334509714193048,0.6537975440291656,-1.58,6.538764845605701,2.344994095834573,1.0471974342629837,5.733667477162185,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,11.374772549367124,0.0,0.0,4.923311048817671,0.0,0.0,0.0,0.0,5.733667477162185,34.37978654261202,0.0,0.0,11.374772549367124,5.733667477162185,10.114318268765572,0.0,0.0,0.0,12.13273413692322,6.06636706846161,6.06636706846161,4.923311048817671,5.687386274683562,0.0,0.0,5.687386274683562,0.0,4.923311048817671,11.374772549367124,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,5.733667477162185,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.33333333333333,0.0,0.0,6,0,0,0,0,0,0,2,0,2,0,10,3,1,0,3,3,0,1,7,4,2,1,1,1,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
Oc1ccccc1[N+]([O-])=O,0,139.02694302,4.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.87861259419278,63.37,1.3004000000000002,34.7612,5.020324848686145,2.639712236359695,1.7458241199700857,1.0784281924710266,0.6185506153342445,5.020324848686145,2.639712236359695,1.7458241199700857,1.0784281924710266,0.6185506153342445,-1.58,6.538764845605701,2.344994095834573,1.0471974342629837,0.0,10.029838443658377,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,5.687386274683562,5.749511833283905,0.0,10.029838443658377,0.0,0.0,0.0,0.0,0.0,34.37978654261202,0.0,5.749511833283905,5.687386274683562,5.106527394840706,10.114318268765572,0.0,0.0,0.0,12.13273413692322,6.06636706846161,6.06636706846161,4.923311048817671,0.0,5.749511833283905,0.0,0.0,5.687386274683562,4.923311048817671,11.436898107967467,0.0,0.0,24.26546827384644,0.0,0.0,0.0,5.106527394840706,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,6,0,0,0,0,0,0,1,0,3,0,10,3,1,0,3,3,0,1,8,4,1,1,1,1,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,0,240.074621484,7.0,1.0,4.0,1.0,5.0,7.0,0.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,96.99135677427898,106.50999999999999,2.7221000000000024,60.121600000000015,9.413791537110752,5.037198150404261,3.7262451319906447,2.65484868370971,1.4658143680460967,9.413791537110752,5.037198150404261,3.7262451319906447,2.65484868370971,1.4658143680460967,-2.1799999999999997,12.887476383265856,4.770617543252392,2.4947598431117988,0.0,14.953149492476047,0.0,20.228636537531145,31.749653560165644,12.13273413692322,0.0,0.0,0.0,11.374772549367124,5.749511833283905,0.0,14.953149492476047,0.0,0.0,0.0,26.18620206846865,0.0,37.924822166151365,0.0,5.749511833283905,11.374772549367124,5.106527394840706,20.228636537531145,0.0,0.0,0.0,13.847474399381248,12.338727669087403,11.629818560158606,15.912989166096953,0.0,5.749511833283905,0.0,5.687386274683562,5.687386274683562,21.28352020560281,17.16874381254195,6.4208216229260096,6.06636706846161,6.06636706846161,6.923737199690624,6.923737199690624,0.0,0.0,25.33516393237185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,10,0,0,0,0,0,0,2,0,5,0,17,9,2,0,3,3,0,4,14,7,1,1,2,2,7,1,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1,228.997099436,10.0,1.0,3.0,1.0,7.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.18456403919237,149.64999999999998,1.1168000000000005,48.07,7.393044663162263,3.644572844389501,2.6039576661057193,1.6586547419480502,0.9735105054828885,7.393044663162263,3.644572844389501,2.6039576661057193,1.6586547419480502,0.9735105054828885,-2.7800000000000007,11.295642965204236,3.762656887002614,1.842487219526061,0.0,19.876460541293717,0.0,30.342954806296717,0.0,12.13273413692322,0.0,0.0,0.0,17.062158824050687,5.749511833283905,0.0,19.876460541293717,0.0,0.0,0.0,0.0,0.0,42.475688943219936,0.0,5.749511833283905,17.062158824050687,5.106527394840706,30.342954806296717,0.0,0.0,0.0,0.0,0.0,0.0,26.902667283376232,0.0,0.0,0.0,11.436898107967467,11.374772549367124,37.58160380378761,0.0,12.13273413692322,0.0,0.0,0.0,0.0,0.0,5.106527394840706,30.342954806296717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66666666666667,0.0,0.0,6,0,0,0,0,0,0,3,0,7,0,16,7,3,0,3,3,0,3,20,10,1,1,3,3,7,0,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0
CC1=NN(C(=O)C1)c2ccccc2,0,174.07931294,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.2,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.6721546998964,32.67,1.7992,51.654000000000025,7.396533608598457,4.1927349221913754,3.053141867683439,1.9147691340938935,1.3264966236953164,7.396533608598457,4.1927349221913754,3.053141867683439,1.9147691340938935,1.3264966236953164,-1.6399999999999997,7.9810659712403496,3.0117020960309198,1.4482005625942056,5.008912523954532,11.618864732122208,4.794537184071822,0.0,13.344558822616634,35.43324286804777,0.0,0.0,0.0,5.687386274683562,0.0,0.0,4.794537184071822,0.0,0.0,5.101407525739723,13.344558822616634,5.008912523954532,30.33183534230805,0.0,0.0,17.30625100680577,0.0,4.794537184071822,5.008912523954532,5.101407525739723,0.0,18.19910120538483,19.056471336613843,5.711685002770702,12.10820789760957,0.0,0.0,0.0,5.907179729351506,0.0,0.0,5.907179729351506,6.4208216229260096,11.399071277454265,5.008912523954532,0.0,37.255572541998674,5.101407525739723,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.500000000000004,0.0,0.0,10,0,0,0,0,0,0,0,2,1,0,13,2,1,0,7,4,0,1,4,3,0,0,0,0,2,0,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,1,217.985137784,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0294791112961,94.56,-0.5045999999999998,53.438,7.604190281162431,4.287693700234705,3.2973297324670567,2.408135693604599,1.6635062979088784,7.604190281162431,4.287693700234705,3.2973297324670567,2.408135693604599,1.6635062979088784,-2.4999999999999996,8.779916753381894,2.5422914263744714,0.9016,22.50234527631195,0.0,0.0,0.0,0.0,40.1451847473172,0.0,21.544896857859182,0.0,0.0,0.0,0.0,8.834301874106695,0.0,0.0,0.0,0.0,0.0,53.81322814952246,0.0,0.0,21.544896857859182,8.834301874106695,0.0,19.178148736287287,0.0,0.0,0.0,12.13273413692322,0.0,21.544896857859182,0.0,0.0,0.0,0.0,22.50234527631195,22.50234527631195,21.544896857859182,0.0,12.13273413692322,0.0,0.0,0.0,8.834301874106695,0.0,19.178148736287287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.678915343915344,43.654417989417986,0.0,0.0,10,0,0,0,0,0,0,0,0,4,2,16,0,4,0,7,7,0,0,12,6,0,0,0,0,4,0,0,0,4,8,0,0,0,2,1,0,0,0,0,4,2
[O-][N+](=O)c1cc(Cl)ccc1Cl,1,190.954083696,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6909112957601,43.14,2.9016,43.11640000000001,6.763547822051925,3.4606824601603567,2.6964791915447237,1.659587401549522,0.9786304154404465,5.251689930015016,2.704753514141902,1.8528432843321336,1.1048777705011932,0.6257317530710459,-0.8000000000000003,8.298039215686273,3.067883356476889,1.8172839506172838,0.0,4.923311048817671,0.0,10.114318268765572,0.0,18.19910120538483,10.045266627482652,0.0,0.0,5.687386274683562,0.0,23.20187978046503,4.923311048817671,0.0,0.0,0.0,0.0,0.0,38.358686101633054,0.0,0.0,28.889266055148596,0.0,10.114318268765572,0.0,0.0,0.0,23.20187978046503,12.13273413692322,11.089000382202936,4.923311048817671,5.022633313741326,0.0,0.0,5.687386274683562,0.0,4.923311048817671,10.710019588424888,5.022633313741326,0.0,18.19910120538483,0.0,0.0,0.0,23.20187978046503,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.23351851851852,10.988703703703703,0.0,6,0,2,0,0,0,0,1,0,2,0,11,4,1,0,3,3,0,1,6,3,0,0,1,1,4,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
Nc1ccc(Cl)cc1[N+]([O-])=O,0,172.00395508,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.72753576589115,69.16,1.8304,42.518800000000006,6.20700467221387,3.1824108852413295,2.396683235397889,1.4242767097936975,0.8412815712168981,5.451075726195414,2.804446412232102,1.960247454925904,1.189179607005959,0.674938016175602,-1.29,7.812986611740474,2.7545585087790707,1.588952172998747,5.733667477162185,4.923311048817671,0.0,10.114318268765572,0.0,18.19910120538483,5.022633313741326,0.0,0.0,11.374772549367124,0.0,11.600939890232516,4.923311048817671,0.0,0.0,0.0,0.0,5.733667477162185,33.33605278789173,0.0,0.0,22.97571243959964,5.733667477162185,10.114318268765572,0.0,0.0,0.0,11.600939890232516,12.13273413692322,11.089000382202936,4.923311048817671,5.687386274683562,0.0,0.0,5.687386274683562,0.0,4.923311048817671,11.374772549367124,5.022633313741326,0.0,18.19910120538483,0.0,0.0,0.0,17.3346073673947,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.610216049382718,5.500895061728395,0.0,6,0,1,0,0,0,0,2,0,2,0,11,4,1,0,3,3,0,1,7,4,2,1,1,1,4,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
Oc1ccc(Cl)cc1[N+]([O-])=O,0,172.987970668,4.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.18187882107445,63.37,1.9538,39.77120000000001,6.076867998524202,3.117342548396495,2.326581845182386,1.3692539308454195,0.8091652443380675,5.3209390525057465,2.739378075387268,1.8901460647104007,1.1341568280576808,0.6428216892967714,-1.29,7.812986611740474,2.7545585087790707,1.588952172998747,0.0,10.029838443658377,0.0,10.114318268765572,0.0,18.19910120538483,5.022633313741326,0.0,0.0,5.687386274683562,5.749511833283905,11.600939890232516,10.029838443658377,0.0,0.0,0.0,0.0,0.0,33.33605278789173,0.0,5.749511833283905,17.28832616491608,5.106527394840706,10.114318268765572,0.0,0.0,0.0,11.600939890232516,12.13273413692322,11.089000382202936,4.923311048817671,0.0,5.749511833283905,0.0,0.0,5.687386274683562,4.923311048817671,16.459531421708792,0.0,6.06636706846161,12.13273413692322,0.0,0.0,0.0,16.70746728507322,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.66577160493827,5.445339506172839,0.0,6,0,1,0,0,0,0,1,0,3,0,11,4,1,0,3,3,0,1,8,4,1,1,1,1,4,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
CCC(C)c1ccccc1O,0,150.104465068,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.6854053292794,20.23,2.9057000000000017,46.81280000000004,7.041071722634636,4.032337542374455,2.8681115858550115,2.0800444956364226,1.1241620234956062,7.041071722634636,4.032337542374455,2.8681115858550115,2.0800444956364226,1.1241620234956062,-0.98,8.119800399201598,3.422420003728164,1.7320313091781339,0.0,5.106527394840706,0.0,0.0,31.749653560165644,24.26546827384644,0.0,0.0,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,26.18620206846865,0.0,29.828919765543436,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,0.0,32.046575604766076,23.96854622924601,0.0,0.0,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,11.6674178794453,11.984273114623004,0.0,6.06636706846161,18.19910120538483,13.847474399381248,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16666666666667,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,5,0,0,3,3,0,2,2,1,1,1,0,0,3,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
CC(C)c1ccc(C)cc1O,0,150.104465068,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6854053292794,20.23,2.824020000000002,46.93280000000003,7.256614672258462,3.905016342436629,3.2169705871737406,1.8079474092478358,1.1419203963354847,7.256614672258462,3.905016342436629,3.2169705871737406,1.8079474092478358,1.1419203963354847,-0.98,8.119800399201598,2.9516118607817234,1.7320313091781339,0.0,5.106527394840706,0.0,6.923737199690624,30.89228342893663,18.19910120538483,0.0,0.0,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,26.689117645233264,0.0,29.32600418877882,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,0.0,25.980208536304467,30.034913297707618,0.0,0.0,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,11.6674178794453,11.126902983393991,0.0,6.06636706846161,19.056471336613846,13.847474399381248,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.333333333333332,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,5,0,0,3,3,0,1,2,1,1,1,0,0,4,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
Clc1ccccc1C=O,0,140.00289246,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.261133560819005,17.07,2.1525,36.839500000000015,5.428893055439675,2.918674373693796,2.046564201660637,1.376395597740716,0.7509490536153283,4.672964109421219,2.5407099006845684,1.6393640749200311,1.0321895498349811,0.5706721377163886,-0.8200000000000001,6.302249388753057,2.6460974753069504,1.2986418285110317,0.0,6.286160523129555,0.0,0.0,10.357988675768818,24.26546827384644,5.022633313741326,0.0,0.0,0.0,0.0,11.600939890232516,4.794537184071822,0.0,0.0,0.0,0.0,0.0,34.85155307928476,0.0,0.0,17.88710041336207,0.0,4.794537184071822,0.0,0.0,0.0,29.800041095617345,6.06636706846161,5.563451491696996,5.022633313741326,0.0,6.286160523129555,0.0,0.0,0.0,0.0,0.0,10.586084805438322,6.286160523129555,0.0,24.26546827384644,0.0,0.0,11.600939890232516,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85132716049383,5.593117283950616,0.0,7,0,1,0,0,0,0,0,0,1,0,9,2,1,0,3,3,0,1,2,1,0,0,0,0,2,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0
Oc1ccccc1C=O,1,122.036779432,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.75210108613335,37.3,1.2047,33.494299999999996,4.74221323191195,2.575334461929934,1.6766668552982984,1.0637215700056872,0.5871869415178455,4.74221323191195,2.575334461929934,1.6766668552982984,1.0637215700056872,0.5871869415178455,-1.31,5.820039011703511,2.306763635550358,1.0768191760192187,0.0,11.39268791797026,0.0,0.0,10.357988675768818,24.26546827384644,0.0,0.0,0.0,0.0,5.749511833283905,0.0,9.901064578912528,0.0,0.0,0.0,0.0,0.0,29.828919765543436,0.0,5.749511833283905,6.286160523129555,5.106527394840706,4.794537184071822,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,5.563451491696996,5.749511833283905,6.286160523129555,0.0,0.0,0.0,0.0,5.749511833283905,11.849612014826551,0.0,6.06636706846161,18.19910120538483,0.0,0.0,5.106527394840706,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.333333333333336,0.0,0.0,7,0,0,0,0,0,0,0,0,2,0,9,2,1,0,3,3,0,1,4,2,1,1,0,0,2,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0
COc1ccccc1N,1,123.068413908,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.249781160413164,35.25,1.2773999999999999,37.4064,5.294999636411992,2.728397839480234,1.7419502293976254,1.1389252937947167,0.6664261917086541,5.294999636411992,2.728397839480234,1.7419502293976254,1.1389252937947167,0.6664261917086541,-1.1800000000000002,5.947877237851663,2.3955617406597787,1.1340794947334671,10.470530430962235,7.109797541277533,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,5.687386274683562,5.749511833283905,0.0,4.736862953800049,0.0,0.0,0.0,0.0,12.84346501843972,24.26546827384644,0.0,5.749511833283905,5.687386274683562,10.470530430962235,0.0,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,12.797183815961095,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,5.687386274683562,5.749511833283905,0.0,13.176164609739143,18.19910120538483,0.0,10.470530430962235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333336,0.0,0.0,7,0,0,0,0,0,0,1,0,1,0,9,3,0,0,3,3,0,1,3,2,2,1,0,0,2,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0
