SMILES,bod_class,exactmw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,Kappa1,Kappa2,Kappa3,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,VSA_EState11,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
c1cc2cccc3C=Cc(c1)c23,0,152.062600256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.14751769431189,0.0,3.3236000000000017,52.87600000000002,6.618802153517008,4.148717474235545,3.1259255832441895,2.4116091857671496,1.8571224016819736,6.618802153517008,4.148717474235545,3.1259255832441895,2.4116091857671496,1.8571224016819736,-1.5599999999999996,6.011788959998347,1.9775845210590959,0.620469022261133,0.0,0.0,0.0,0.0,11.126902983393991,36.39820241076966,0.0,22.924488642597353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.52510539416365,0.0,0.0,22.924488642597353,0.0,0.0,0.0,0.0,0.0,48.55024262443742,21.899351412323583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.899351412323583,0.0,0.0,48.55024262443742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,1,2,0,0,0,0,4,3
C1CN2CCN1CC2,0,112.10004838399999,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,50.071966633160855,6.48,-0.3824000000000001,32.87999999999999,5.1370678781192005,3.3973665961010275,2.6832815729997463,2.197366596101027,1.5193485306737928,5.1370678781192005,3.3973665961010275,2.6832815729997463,2.197366596101027,1.5193485306737928,-0.08,4.7665885097226965,1.706856447907752,0.6437455886263826,0.0,49.0683578971764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.799819461700956,0.0,0.0,39.26853843547545,0.0,0.0,0.0,0.0,0.0,9.799819461700956,0.0,0.0,0.0,0.0,0.0,39.26853843547545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.26853843547545,0.0,0.0,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6,0,0,0,0,0,0,0,2,0,0,8,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,0,0,8,9
C1CCCCCCCCCCC1,1,168.187800768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.74778313266303,0.0,4.681200000000004,55.404000000000046,8.485281374238571,5.999999999999999,4.242640687119283,2.9999999999999996,2.1213203435596415,8.485281374238571,5.999999999999999,4.242640687119283,2.9999999999999996,2.1213203435596415,0.0,10.083333333333334,7.638888888888889,5.625,0.0,0.0,0.0,0.0,77.04985947511214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.04985947511214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.04985947511214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.04985947511214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
CCO[P](S)(=S)OCC,1,185.99380822199998,2.0,0.0,4.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2580769616391,18.46,2.2137000000000002,46.523000000000025,8.138736587692158,6.530176619088552,6.591429136855729,3.078738217850162,2.415944947483668,5.5333856247646,2.7392863890678867,1.3041049309650836,0.5844874542629783,0.36355636414081366,0.9199999999999999,9.92,4.692128969931169,5.368430493273542,0.0,13.213763929025836,20.85435041206228,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,17.94216659551309,9.047494323423635,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,0.0,0.0,29.74902268415174,9.047494323423635,0.0,0.0,0.0,0.0,12.248628994735036,25.654330488019898,0.0,13.213763929025836,0.0,0.0,5.693537600778055,0.0,0.0,5.693537600778055,0.0,13.213763929025836,0.0,0.0,0.0,13.847474399381248,12.248628994735036,20.85435041206228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.075246913580248,2.7183333333333337,8.900864197530865,0.0,4,0,0,0,0,2,1,0,0,2,0,9,7,1,0,0,0,0,4,4,2,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(CCCC)COP(O)(OCC(CCCC)CC)=O,1,322.22729623,4.0,1.0,14.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,130.78431762946352,55.76,5.552800000000006,88.34130000000007,15.23936760363615,10.098434809234492,7.346601757532485,4.98403600079583,3.105623079758311,14.344940412636236,8.602989694224162,5.89309243398157,4.033316474764223,2.232684878039126,0.11000000000000004,21.110000000000003,12.633946222561772,11.346307529381527,0.0,18.10717553177831,13.612542608354964,11.835812092322787,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,18.50595421110744,0.0,0.0,11.835812092322787,79.06152178217057,13.213763929025836,0.0,0.0,0.0,7.822697123132171,4.893411602752475,9.047494323423635,4.565048284931329,0.0,0.0,66.21987853631856,24.677455338174806,0.0,13.213763929025836,0.0,0.0,0.0,0.0,7.822697123132171,7.822697123132171,0.0,25.04957602134862,51.36657298340809,0.0,0.0,0.0,27.694948798762496,9.047494323423635,9.458459887683805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.249003369866465,24.223218852355753,0.0,0.0,16,0,0,0,0,0,1,0,0,4,0,21,19,1,0,0,0,0,14,8,4,1,1,0,0,6,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)C=O,1,74.000393924,3.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.221471094509702,54.37,-0.7301,13.6998,2.34106044561731,0.9521083379722393,0.4560887981866242,0.10081715010194184,0.0,2.34106044561731,0.9521083379722393,0.4560887981866242,0.10081715010194184,0.0,-0.8600000000000001,4.14,1.4584713375796172,3.1399999999999983,0.0,17.36199320592211,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69560176298435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.255465811081404,5.106527394840706,4.794537184071822,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,0.0,5.969305287951849,5.969305287951849,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,14.69560176298435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666664,0.0,0.0,2,0,0,0,0,0,0,0,0,3,0,5,2,2,0,0,0,0,1,6,3,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1c2occc2cc3C=CC(=O)Oc13,0,216.042258736,4.0,0.0,1.0,0.0,4.0,4.0,0.0,0.08333333333333333,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0338877150005,52.58,2.5478000000000005,58.80800000000002,8.519744507803582,4.774613616659768,3.421549310778619,2.4870843040366526,1.7915576384961402,8.519744507803582,4.774613616659768,3.421549310778619,2.4870843040366526,1.7915576384961402,-2.2299999999999995,9.029263935560683,3.1310172440310655,1.1292718128224843,10.362449272878036,7.109797541277533,0.0,0.0,0.0,44.157470327664015,0.0,21.938488712214074,0.0,0.0,5.749511833283905,0.0,13.571164827906742,0.0,0.0,0.0,0.0,7.109797541277533,40.948754772635304,0.0,5.749511833283905,21.938488712214074,13.571164827906742,0.0,4.794537184071822,0.0,0.0,0.0,18.19910120538483,16.838815497391202,13.37296053691659,0.0,11.166040283284485,5.749511833283905,0.0,5.625586319077987,5.625586319077987,0.0,16.915552116568392,10.772448428929591,13.176164609739143,12.329530064100666,12.13273413692322,0.0,13.571164827906742,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.421452191987907,29.07854780801209,0.0,0.0,12,0,0,0,0,0,0,0,0,2,2,16,2,1,0,8,7,0,1,8,4,0,0,0,0,2,1,0,0,7,6,0,0,0,1,2,0,0,0,0,4,2
CCCCCCCC/C=C/CCCCCCCC(N)=O,1,281.27186474,2.0,2.0,15.0,1.0,1.0,2.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.75507673744416,43.09,5.509200000000005,88.64640000000006,13.53979403464441,8.703289365867624,5.800601538640491,3.684978016267146,2.369970683430334,13.53979403464441,8.703289365867624,5.800601538640491,3.684978016267146,2.369970683430334,-0.79,19.210000000000004,16.264914881933006,17.21,5.733667477162185,5.907179729351506,4.794537184071822,0.0,96.81523992065479,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,5.733667477162185,96.81523992065479,0.0,12.152040213667762,0.0,0.0,5.907179729351506,5.733667477162185,4.794537184071822,0.0,0.0,0.0,70.44235039676647,32.10410811463005,6.4208216229260096,0.0,0.0,0.0,5.907179729351506,0.0,0.0,0.0,5.907179729351506,6.4208216229260096,12.841643245852019,70.62903785218613,0.0,0.0,19.075777413358384,5.733667477162185,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.66666666666667,0.0,0.0,18,0,0,0,0,0,0,1,0,1,0,20,17,2,0,0,0,0,15,3,2,2,1,0,0,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(F)(F)C(Cl)Cl,1,151.940740052,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.20733180476821,0.0,2.3524000000000003,21.548999999999996,4.479030526272671,2.164929185524608,1.9385737093057704,0.7423074889580904,0.0,2.967172634235762,1.2920576245806383,0.8423090497599275,0.24743582965269678,0.0,0.36999999999999994,7.37,2.092227094578511,2.9979434850863425,0.0,11.01256820769353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.171245143024459,0.0,23.20187978046503,13.171245143024459,0.0,0.0,0.0,11.01256820769353,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,13.171245143024459,0.0,23.20187978046503,0.0,0.0,0.0,0.0,0.0,4.836269690250055,0.0,6.176298517443475,11.01256820769353,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,13.171245143024459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.74305555555556,-6.726080246913581,8.788580246913579,0.0,2,3,2,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,1,399.97445152,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,118.93658112189632,0.0,5.082400000000002,39.576,10.047431568147632,5.023715784073816,4.610037025350305,3.304259818222401,2.0062907170443864,10.047431568147632,5.023715784073816,4.610037025350305,3.304259818222401,2.0062907170443864,-1.1200000000000006,20.923706293706292,4.340433435450615,1.6425395543416783,0.0,47.38023334475661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24664076279713,0.0,0.0,70.24664076279713,0.0,0.0,0.0,47.38023334475661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78083009534964,61.46581066744749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.38023334475661,47.38023334475661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24664076279713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.62624999999997,-65.62625,0.0,0.0,8,16,0,0,0,0,0,0,0,0,0,24,18,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,613.9609283320001,2.0,1.0,10.0,1.0,1.0,25.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.5166844057354,37.3,6.9863000000000035,63.16079999999998,15.548644765176041,7.5243223825880206,6.546842077829107,4.173676642119359,1.8896686313788011,15.548644765176041,7.5243223825880206,6.546842077829107,4.173676642119359,1.8896686313788011,-2.140000000000001,34.86000000000001,8.178795087426241,3.9013723074053517,0.0,76.47742288118178,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,100.97954609652088,0.0,0.0,110.88061067543342,0.0,0.0,0.0,65.40159019838924,0.0,0.0,0.0,0.0,5.969305287951849,5.106527394840706,0.0,4.794537184071822,100.97954609652088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.37089548634108,71.37089548634108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,105.7740832805927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.6154486953429,-85.19878202867619,0.0,0.0,12,23,0,0,0,0,0,0,0,2,0,37,35,1,0,0,0,0,10,4,2,1,1,0,0,25,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0,531.994279148,1.0,1.0,10.0,1.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4936139825163,20.23,5.961500000000004,57.61279999999999,13.790960106060671,6.796572328759953,5.806976704802065,3.716675463084778,1.6611680418615107,13.790960106060671,6.796572328759953,5.806976704802065,3.716675463084778,1.6611680418615107,-1.4400000000000008,30.56,7.537061072443876,3.4271023965141603,0.0,71.441616617064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.80830095349641,0.0,0.0,92.91482834833712,0.0,0.0,0.0,59.72820725771038,6.606881964512918,0.0,0.0,0.0,0.0,5.106527394840706,0.0,8.78083009534964,79.02747085814677,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,59.72820725771038,66.3350892222233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,87.80830095349641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.3565642187855,-77.27323088545216,0.0,0.0,11,20,0,0,0,0,0,0,0,1,0,32,31,0,0,0,0,0,10,2,1,1,1,0,0,21,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,0,361.875716336,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6666666666666666,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,135.17068096899683,0.0,5.270200000000002,78.05400000000002,13.474568910490396,8.045527107200398,8.901419846861288,9.415855929642326,7.614273221600738,8.938995234379666,5.777740269145033,5.625768656905371,5.123356209227696,4.4780601699064375,1.22,12.922960575085408,3.339877471519769,0.9734449954580695,0.0,14.081698696367658,0.0,23.671624184645573,6.4208216229260096,22.216612917894956,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,0.0,0.0,23.671624184645573,20.502520319293666,0.0,22.216612917894956,0.0,0.0,69.60563934139509,0.0,0.0,0.0,0.0,23.20187978046503,58.55579977459783,30.09244580757158,0.0,10.064572704227194,9.748344582882218,4.33335411348544,0.0,0.0,0.0,14.081698696367658,11.835812092322787,21.90038479654998,6.4208216229260096,0.0,0.0,0.0,12.152040213667762,69.60563934139509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3655246913580248,4.7376130637440195,39.21124496094734,0.0,12,0,6,0,0,0,0,0,0,0,0,18,6,0,0,13,2,0,0,0,0,0,0,0,0,6,0,0,0,3,6,3,0,0,4,0,0,0,0,0,8,5
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,670.95996094,1.0,0.0,9.0,0.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.9829038354039,3.24,8.565500000000004,64.52699999999997,16.65225436674909,8.023340778874502,6.898780843641303,4.226884220599259,2.0509948363317734,16.65225436674909,8.023340778874502,6.898780843641303,4.226884220599259,2.0509948363317734,-1.9300000000000013,38.07,9.033096628501266,4.708120989496206,0.0,77.10337214499178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.54120628722016,0.0,0.0,118.54120628722016,0.0,4.899909730850478,0.0,72.20346241414131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.54120628722016,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.20346241414131,77.10337214499178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.54120628722016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.31908801020415,-116.3190880102041,0.0,0.0,12,27,0,0,0,0,0,1,0,0,0,40,39,0,0,0,0,0,9,1,1,0,0,0,0,27,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0,232.0170183,3.0,1.0,1.0,1.0,1.0,5.0,2.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6039798703053,32.34,3.0869000000000018,59.167700000000025,9.355299531588063,4.694085424722094,3.7678679721172497,2.3160816264210973,1.1072551431240163,7.843441639551154,3.938156478703639,2.9534677186360376,1.577052347683081,0.809163961501407,-0.9299999999999998,11.146511094108646,4.529874882436225,2.7868385985374062,5.316788604006331,25.02636820854293,0.0,0.0,0.0,18.19910120538483,10.045266627482652,0.0,0.0,10.481923458755384,0.0,23.20187978046503,4.794537184071822,0.0,4.899909730850478,0.0,0.0,19.41213256936071,28.244367832867482,0.0,0.0,34.92038056748667,10.216698334856808,0.0,4.794537184071822,0.0,0.0,23.20187978046503,18.19910120538483,19.782730240037942,10.045266627482652,0.0,0.0,0.0,0.0,6.031114512338072,0.0,6.031114512338072,15.732652902166215,0.0,4.899909730850478,32.29444517073921,0.0,5.316788604006331,23.20187978046503,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.884207416505696,11.50468147238319,0.0,9,0,2,0,0,0,0,2,0,1,0,14,7,1,0,3,3,0,1,4,3,1,1,0,0,5,1,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0,248.01193292,4.0,1.0,2.0,1.0,2.0,6.0,2.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.67156359929015,41.57,3.0185000000000013,60.252700000000026,9.763547822051926,4.837694305521055,3.553483043454951,2.4697637594649238,1.1570865629996638,8.251689930015017,4.081765359502599,2.739082789973739,1.7307344807269072,0.8589953813770544,-0.9699999999999999,12.10127583749109,5.207126085454582,3.266378033585612,5.316788604006331,25.251801761258143,4.8375885837366335,0.0,0.0,18.19910120538483,10.045266627482652,0.0,0.0,10.481923458755384,0.0,23.20187978046503,9.632125767808455,0.0,5.063217724965349,0.0,0.0,19.474258127961054,28.244367832867482,0.0,0.0,34.92038056748667,5.316788604006331,4.8375885837366335,9.85775490903717,0.0,0.0,23.20187978046503,18.19910120538483,12.735058257360752,17.155064168760187,0.0,0.0,0.0,0.0,6.031114512338072,6.031114512338072,0.0,15.732652902166215,5.063217724965349,14.157469523954724,18.19910120538483,0.0,5.316788604006331,28.039468364201667,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.378989223775932,11.509899665112957,0.0,9,0,2,0,0,0,0,2,0,2,0,15,8,1,0,3,3,0,2,6,4,1,1,0,0,5,2,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,0,304.101050162,5.0,0.0,7.0,0.0,6.0,7.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.51079978829642,53.47,3.5847200000000026,79.02300000000004,13.754471821035317,8.897176454989255,7.169552628564478,4.559747055693302,3.384127713202852,12.043548049107674,6.341137853298482,4.234512685735311,2.1441657031999517,1.3875434480835418,-0.55,16.50420054200542,7.2904051242661545,5.146214182684139,4.5237471617118175,23.181720970920253,20.85435041206228,6.923737199690624,45.131187337772275,6.06636706846161,0.0,0.0,0.0,0.0,5.879988336435371,6.718607232363179,13.571241485135452,0.0,9.967957041894417,0.0,40.53659204461451,13.213763929025836,17.584699561309996,0.0,5.879988336435371,18.525463321001826,4.5237471617118175,9.047494323423635,4.9839785209472085,4.9839785209472085,0.0,13.847474399381248,20.771211599071872,29.485057198110113,13.213763929025836,5.824404497999927,0.0,5.879988336435371,0.0,6.718607232363179,6.718607232363179,5.917906046161393,19.093752265461205,11.518332492848387,0.0,6.06636706846161,34.61868599845312,9.967957041894417,25.3780975737741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.555021730914586,20.432101284958428,5.31843253968254,0.0,12,0,0,0,0,1,1,0,2,3,0,19,12,1,0,3,3,0,7,8,5,0,0,0,0,6,5,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,413.97370257200004,2.0,1.0,6.0,1.0,1.0,17.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.73263272473909,37.3,4.4451,43.3728,10.524928981102226,5.012464490551113,4.249269900077908,2.5963191246723323,1.1009898726552876,10.524928981102226,5.012464490551113,4.249269900077908,2.5963191246723323,1.1009898726552876,-1.580000000000001,23.419999999999998,5.456258065310048,2.739201485283877,0.0,52.78730620880349,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,75.75729029403485,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,5.969305287951849,5.106527394840706,0.0,4.794537184071822,65.8562257151223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.68077881396279,47.68077881396279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,70.65076289919413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.62703495055428,-43.210368283887625,0.0,0.0,8,15,0,0,0,0,0,0,0,2,0,25,23,1,0,0,0,0,6,4,2,1,1,0,0,17,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1,332.00705338800003,1.0,1.0,6.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.70956230152002,20.23,3.4203,37.82480000000001,8.767244321986855,4.2847144367230445,3.509404527050869,2.1393179456377522,0.8724892831379978,8.767244321986855,4.2847144367230445,3.509404527050869,2.1393179456377522,0.8724892831379978,-0.8800000000000003,19.12,4.841557095848212,2.2854031821234275,0.0,47.7514999446857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.68498057209785,0.0,0.0,57.79150796693855,0.0,0.0,0.0,36.03809058533207,6.606881964512918,0.0,0.0,0.0,0.0,5.106527394840706,0.0,8.78083009534964,43.90415047674821,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,36.03809058533207,42.644972549844994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,52.68498057209785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.52683405769713,-36.443500724363815,0.0,0.0,7,12,0,0,0,0,0,0,0,1,0,20,19,0,0,0,0,0,6,2,1,1,1,0,0,13,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
