SMILES,value (% BOD),Salt Stripped Molecule,SMILES (Optimized Geometry),Converged,Energy,SMILES (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
N#CCc1ccccc1,77,N#CCc1ccccc1,N#CCc1ccccc1,1,19.51235513,N#CCc1ccccc1,1.75268,35.759,54.55386703,23.79,117.151,117.0578492,1,0,1,0,1,0,1,9,16,1,1,0,0,0,0,0,1,0,0,0.125,5.041071723,2.841397181,1.820489138,1.126005749,0.687148794,2.841397181,1.820489138,1.126005749,0.687148794,-1.29,5.839701686,2.883755439,1.578795481,0,0,6.420821623,11.33111287,5.563451492,30.33183534,0,0,0,0,0,0,0,5.261891555,0,0,6.420821623,0,35.89528683,0,6.069221313,0,0,0,0,5.261891555,0,30.33183534,5.563451492,0,12.49004294,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,3,0,1,1,1,0,0,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
NCCN1CCNCC1,1,NCCN1CCNCC1,NCCN1CCNCC1,1,73.93110652,NCCN1CCNCC1,-1.1497,38.3641,56.207717,41.29,129.207,129.1265975,3,3,2,2,3,0,3,9,24,1,0,1,1,0,1,1,0,0,0,1,5.767204552,3.56403837,2.380315921,1.654942931,1.117326031,3.56403837,2.380315921,1.654942931,1.117326031,-0.12,6.992612613,3.82110705,2.301564122,11.05045608,44.16844817,0,0,0,0,0,0,0,0,0,0,0,0,10.21669833,5.733667477,0,39.26853844,0,0,0,0,11.05045608,4.899909731,0,0,0,0,0,39.26853844,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,3,0,0,6,0,0,2,3,3,3,2,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CC(C)(C)CC(C)(C)c1ccc(O)cc1,0,CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(O)cc1,1,27.53812437,CC(C)(C)CC(C)(C)c1ccc(O)cc1,4.106,65.2048,93.14517379,20.23,206.329,206.1670653,1,1,2,1,1,0,1,15,37,1,1,0,0,0,0,0,1,0,0,0.571428571,10.46372145,5.502080784,6.168194368,2.62105095,2.340501884,5.502080784,6.168194368,2.62105095,2.340501884,-0.98,12.09132668,3.879585168,3.57856368,0,5.106527395,5.414990469,5.414990469,46.60295911,24.26546827,0,0,0,0,5.749511833,0,5.106527395,0,0,5.414990469,46.45449809,0,29.82891977,0,5.749511833,0,5.106527395,0,0,0,0,46.75142014,34.94698819,0,0,5.749511833,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,9,0,0,3,3,0,2,2,1,1,1,0,0,6,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0,0
CCOC(=O)C=C,51.5,C=CC(=O)OCC,C=CC(=O)OCC,1,-9.662116771,CCOC(=O)C=C,0.7355,26.83,42.78448378,26.3,100.117,100.0524295,2,0,2,0,2,0,2,7,15,0,0,0,0,0,0,0,0,0,0,0.4,4.308060412,2.100953631,0.956172441,0.453263132,0.201184464,2.100953631,0.956172441,0.453263132,0.201184464,-0.79,6.21,3.40193858,3.028890663,0,12.57618725,9.531400138,0,6.9237372,12.65495579,0,0,0,0,0,0,9.531400138,0,0,0,6.9237372,6.606881965,12.65495579,0,0,5.969305288,4.736862954,0,4.794537184,0,0,6.578935684,6.9237372,6.076020107,6.606881965,0,0,0,0,5.969305288,5,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,2,4,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,100,CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,1,-21.04029001,CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,5.0618,97.67,147.5336828,52.6,340.504,340.2613596,4,0,14,0,4,0,4,24,60,0,0,0,0,0,0,0,0,0,0,0.8,16.01346205,9.58244732,6.426417428,4.364640036,2.428492273,9.58244732,6.426417428,4.364640036,2.428492273,-1.32,22.68,15.22194106,12.14536815,0,25.1523745,19.06280028,11.83581209,79.06152178,12.15204021,0,0,0,0,0,0,19.06280028,0,0,11.83581209,79.06152178,13.21376393,12.15204021,0,0,11.93861058,9.473725908,0,9.589074368,0,0,66.21987854,24.67745534,12.15204021,13.21376393,0,0,0,0,11.93861058,20,0,0,0,0,0,0,0,0,4,0,0,20,3,0,0,0,0,14,8,4,0,0,0,0,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,86,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,1,31.20908075,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,3.2998,113.478,181.407351,89.52,434.57,434.2879683,8,0,23,0,8,0,8,30,72,0,0,0,0,0,0,0,0,0,0,0.909090909,18.99390839,11.32456827,6.804643666,4.021716889,2.248617897,11.32456827,6.804643666,4.021716889,2.248617897,-1.22,28.78,24.05314158,23.06279379,0,78.00743022,38.01025209,0,65.21404738,0,0,0,0,0,0,0,38.01025209,0,0,0,65.21404738,66.06881965,0,0,0,11.93861058,28.42117772,9.589074368,0,0,0,26.68911765,25.68328649,26.05540717,39.64129179,13.21376393,0,0,0,11.93861058,22,0,0,0,0,0,0,0,0,8,0,0,27,2,0,0,0,0,23,16,8,0,0,0,0,4,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)C=C,61.3,C=CC(=O)OCCCC,C=CC(=O)OCCCC,1,-9.901729808,CCCCOC(=O)C=C,1.5157,36.064,55.51436801,26.3,128.171,128.0837296,2,0,4,0,2,0,2,9,21,0,0,0,0,0,0,0,0,0,0,0.571428571,5.722273975,3.100953631,1.725174842,0.908878596,0.376024148,3.100953631,1.725174842,0.908878596,0.376024148,-0.79,8.21,5.348696255,5.074900257,0,12.57618725,9.531400138,0,19.76538045,12.65495579,0,0,0,0,0,0,9.531400138,0,0,0,19.76538045,6.606881965,12.65495579,0,0,5.969305288,4.736862954,0,4.794537184,0,0,19.92349451,6.420821623,6.076020107,6.606881965,0,0,0,0,5.969305288,7,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0,4,4,2,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(C)=O,66,CCOC(C)=O,CCOC(C)=O,1,-11.45572141,CCOC(C)=O,0.5694,22.307,37.1091447,26.3,88.106,88.0524295,2,0,1,0,2,0,2,6,14,0,0,0,0,0,0,0,0,0,0,0.75,4.023603362,1.904030206,0.924594326,0.3476007,0.203263132,1.904030206,0.924594326,0.3476007,0.203263132,-0.53,5.47,2.693713647,3.47,0,12.57618725,9.531400138,0,13.8474744,0,0,0,0,0,0,0,9.531400138,0,0,0,13.8474744,6.606881965,0,0,0,5.969305288,4.736862954,4.794537184,0,0,0,0,6.9237372,6.9237372,6.606881965,0,0,0,0,5.969305288,4,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,1,4,2,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)=CC(C)=O,77.2,CC(=O)C=C(C)C,CC(=O)C=C(C)C,1,13.76877006,CC(C)=CC(C)=O,1.5416,30.112,44.03588067,17.07,98.145,98.07316494,1,0,1,0,1,0,1,7,17,0,0,0,0,0,0,0,0,0,0,0.5,4.98559856,2.281474414,1.832338247,0.491938267,0.406526265,2.281474414,1.832338247,0.491938267,0.406526265,-0.59,6.41,2.560698134,5.41,0,5.783244946,4.794537184,0,20.7712116,11.64912464,0,0,0,0,0,0,4.794537184,0,0,0,20.7712116,0,11.64912464,0,0,5.783244946,0,4.794537184,0,0,0,5.57310453,26.84723171,0,0,0,5.783244946,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,2,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCc1cccc(CC)c1,0,CCc1cccc(CC)c1,CCc1cccc(CC)c1,1,14.34784559,CCc1cccc(CC)c1,2.8114,45.198,62.89117158,0,134.222,134.1095504,0,0,2,0,0,0,0,10,24,1,1,0,0,0,0,0,1,0,0,0.4,6.723614639,3.942687549,2.527057686,1.807889833,1.069490284,3.942687549,2.527057686,1.807889833,1.069490284,-0.78,7.32845987,3.403772294,1.598288066,0,0,12.84164325,0,24.97437738,24.26546827,0,0,0,0,0,0,0,0,0,0,26.68911765,0,35.39237126,0,0,0,0,0,0,0,0,38.11294267,23.96854623,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,2,0,0,0,0,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0
C=CCOC(=O)OCCOCCOC(=O)OCC=C,74,C=CCOC(=O)OCCOCCOC(=O)OCC=C,C=CCOC(=O)OCCOCCOC(=O)OCC=C,1,-69.20425697,C=CCOC(=O)OCCOCCOC(=O)OCC=C,1.6814,65.813,111.2651786,80.29,274.269,274.1052529,7,0,10,0,7,0,7,19,37,0,0,0,0,0,0,0,0,0,0,0.5,10.66929282,5.589788841,3.008654598,1.533239394,0.80718043,5.589788841,3.008654598,1.533239394,0.80718043,-2.02,16.98,12.43726907,12.23031289,0,51.95202305,23.68431477,0,0,25.30991158,0,0,0,9.589074368,0,0,33.27338914,0,0,0,0,39.64129179,25.30991158,0,0,12.31073126,23.68431477,0,9.589074368,0,0,25.30991158,0,0,13.21376393,26.42752786,0,0,0,12.31073126,12,0,0,0,0,0,0,0,0,7,0,0,14,4,0,0,0,0,10,14,7,0,0,0,0,4,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCC=C/CCCCCCCC(=O)OCCCC,63,CCCCCCCCC=CCCCCCCCC(=O)OCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCCCC,1,-10.53074435,CCCCCCCCC=C/CCCCCCCC(=O)OCCCC,7.3672,105.319,150.9884997,26.3,338.576,338.3184806,2,0,18,0,2,0,2,24,66,0,0,0,0,0,0,0,0,0,0,0.863636364,16.4920124,10.61452029,6.908312267,4.40364319,2.742587979,10.61452029,6.908312267,4.40364319,2.742587979,-0.79,23.21,20.25502476,19.25714757,0,12.57618725,9.531400138,0,116.5806204,12.15204021,0,0,0,0,0,0,9.531400138,0,0,0,116.5806204,6.606881965,12.15204021,0,0,5.969305288,4.736862954,4.794537184,0,0,0,83.78690922,38.52492974,6.420821623,6.606881965,0,0,0,0,5.969305288,22,0,0,0,0,0,0,0,0,2,0,0,21,2,0,0,0,0,18,4,2,0,0,0,0,3,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCC,101,CCCCCCC,CCCCCCC,1,-0.354710805,CCCCCCC,2.9767,34.433,46.92890371,0,100.205,100.1252005,0,0,4,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,1,5.535533906,3.414213562,2.060660172,1.207106781,0.676776695,3.414213562,2.060660172,1.207106781,0.676776695,0,7,6,6,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCCCC,3,CCCCOCCCC,CCCCOCCCC,1,1.163781178,CCCCOCCCC,2.6032,40.635,58.40739106,9.23,130.231,130.1357652,1,0,6,0,1,0,1,9,27,0,0,0,0,0,0,0,0,0,0,1,6.650888978,3.991563832,2.319479217,1.28445705,0.594861352,3.991563832,2.319479217,1.28445705,0.594861352,-0.04,8.96,7.96,7.96,0,13.21376393,4.736862954,0,39.53076089,0,0,0,0,0,0,0,4.736862954,0,0,0,39.53076089,13.21376393,0,0,0,0,4.736862954,0,0,0,0,26.68911765,12.84164325,13.21376393,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,6,2,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCC=C/CCCCCCCCO,82,CCCCCCCCC=CCCCCCCCCO,CCCCCCCCC=CCCCCCCCCO,1,-0.396202758,CCCCCCCCC=C/CCCCCCCCO,6.0162,86.5378,121.0478977,20.23,268.485,268.2766158,1,1,15,1,1,0,1,19,55,0,0,0,0,0,0,0,0,0,0,0.888888889,13.20851585,8.673164461,5.661448884,3.669915564,2.359319921,8.673164461,5.661448884,3.669915564,2.359319921,-0.3,18.7,17.7,17.7,0,11.71340936,0,0,96.81523992,12.15204021,0,0,0,0,0,0,5.106527395,0,0,0,96.81523992,6.606881965,12.15204021,0,0,0,5.106527395,0,0,0,0,76.86317202,32.10410811,6.606881965,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,17,1,0,0,0,0,15,2,1,1,1,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C(O)C(C)(C)CO,5,CC(C)C(O)C(C)(C)CO,CC(C)C(O)C(C)(C)CO,1,10.77451776,CC(C)C(O)C(C)(C)CO,1.0218,41.7116,62.88231333,40.46,146.23,146.1306798,2,2,3,2,2,0,2,10,28,0,0,0,0,0,0,0,0,0,0,1,7.256234511,3.704689053,3.835549325,1.839661035,0.995898384,3.704689053,3.835549325,1.839661035,0.995898384,-0.08,9.92,3.351893337,2.27202101,0,22.92390314,0,11.33289652,27.6949488,0,0,0,0,0,0,0,10.21305479,0,0,11.33289652,33.79891519,6.606881965,0,0,0,0,10.21305479,0,0,0,0,27.6949488,5.917906046,5.414990469,12.71084835,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,3,4,2,2,2,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)CI,0,NC(=O)CI,NC(=O)CI,1,10.51257993,NC(=O)CI,-0.0933,28.0814,43.86744406,43.09,184.964,184.9337617,2,2,1,1,1,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0.5,4.728168105,2.639195584,1.3627343,0.883511697,0,1.113613912,0.599943464,0.131706148,0,0.2,5.2,2.438095238,4.2,5.733667477,10.33473213,4.794537184,0,0,0,0,0,0,0,0,22.59087063,4.794537184,0,0,5.733667477,0,4.427552402,0,0,0,28.49805036,5.733667477,4.794537184,0,0,0,22.59087063,0,0,4.427552402,0,0,5.907179729,0,0,2,0,0,0,1,0,0,1,0,1,0,0,3,1,0,0,0,0,1,3,2,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)C(O)=O,37,O=C(O)C(=O)O,O=C(O)C(=O)O,1,43.96488481,OC(=O)C(O)=O,-0.8444,15.2716,33.01570485,74.6,90.034,89.99530854,4,2,0,2,2,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,2.710923772,1.105461886,0.610305129,0.18295376,0,1.105461886,0.610305129,0.18295376,0,-1.06,4.94,1.395522956,1.280136054,0,22.15166537,9.589074368,0,0,0,0,0,0,0,0,0,19.80212916,0,0,0,0,0,0,0,0,11.93861058,10.21305479,0,9.589074368,0,0,0,0,0,0,0,0,0,0,11.93861058,2,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,8,4,2,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Cu]1N2C3=NC4=NC(=Nc5n1c(N=C6N=C(N=C2c7ccccc37)c8ccccc68)c9ccccc59)c%10ccccc4%10,0,c1ccc2c(c1)C1=NC2=Nc2c3ccccc3c3n2[Cu]n2c(c4ccccc4c2=NC2=NC(=N3)c3ccccc32)=N1,???,???,???,[Cu]1N2C3=NC4=NC(=Nc5n1c(N=C6N=C(N=C2c7ccccc37)c8ccccc68)c9ccccc59)c%10ccccc4%10,4.8483,155.336,238.3172078,84.02,576.082,575.07939,8,0,0,0,8,0,9,41,57,10,6,0,4,2,0,4,4,0,0,0,22.05847619,13.99902874,11.02616822,8.880401626,7.025722811,13.15678979,9.995598915,7.705960728,5.838590773,-5.240519481,21.56590466,7.693185697,2.832501462,10.9754139,30.5093448,15.39281151,0,22.25380597,127.0163015,0,21.54489686,0,11.63572556,0,0,15.39281151,0,7.166865656,29.9544284,0,0,130.291093,0,0,56.52310156,0,0,0,0,0,0,0,0,0,0,0,0,0,239.3283001,32,0,0,0,0,0,0,0,8,0,0,1,0,0,0,28,22,0,0,8,8,0,0,0,0,0,0,0,0,23,18,0,0,0,4,4,0,0,0,2,21,14
Oc1cccc2cccnc12,0,Oc1cccc2cccnc12,Oc1cccc2cccnc12,1,32.12683619,Oc1cccc2cccnc12,1.9404,43.4078,64.12694938,33.12,145.161,145.0527638,2,1,0,1,2,0,2,11,18,2,2,0,0,1,0,0,1,0,0,0,5.858528806,3.404771222,2.352259833,1.611419382,1.088109167,3.404771222,2.352259833,1.611419382,1.088109167,-1.57,6.160248408,2.234974333,0.923217269,0,10.09050592,0,0,0,36.52867891,0,10.90292493,0,0,5.749511833,0,5.106527395,0,4.983978521,0,0,0,36.52867891,0,5.749511833,10.90292493,5.106527395,4.983978521,0,0,0,18.19910121,12.13273414,11.58306779,0,11.26621255,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,5,0,0,3,2,1,1,0,0,1,0,0,0,7,3,0,0,0,0,2,0,0,0,0,2,1
S=C1Nc2ccccc2S1,2.5,S=c1[nH]c2ccccc2s1,S=C1Nc2ccccc2S1,1,13.88731483,S=C1Nc2ccccc2S1,2.95889,47.0097,67.33185915,15.79,167.258,166.9863412,1,1,0,1,2,0,3,10,15,2,2,0,0,1,0,0,1,0,0,0,6.75889082,4.164467576,3.729544477,2.541875182,2.009905792,2.939722705,2.010678969,1.326446462,0.894250374,-0.67,6.066958211,2.179518551,0.874151012,0,4.983978521,0,3.954284969,0,24.26546827,0,10.21662063,0,0,0,23.55465932,0,0,4.983978521,0,0,0,28.21975324,0,0,33.77127996,4.983978521,0,0,0,11.33678588,12.13273414,24.35060758,0,10.21662063,0,3.954284969,0,0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,5,5,0,0,1,1,1,1,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1
OC(=O)c1cc(O)c(O)c(O)c1,58,O=C(O)c1cc(O)c(O)c(O)c1,O=C(O)c1cc(O)c(O)c(O)c1,1,20.29988084,OC(=O)c1cc(O)c(O)c(O)c1,0.5016,38.3957,67.13480234,97.99,170.12,170.0215233,5,4,1,4,4,0,5,12,18,1,1,0,0,0,0,0,1,0,0,0,5.851803211,3.003251875,2.16825712,1.316632232,0.727664288,3.003251875,2.16825712,1.316632232,0.727664288,-1.91,8.189108028,2.612657297,1.242693018,0,26.39541487,0,0,10.35798868,12.13273414,0,0,0,0,17.2485355,0,25.22064676,0,0,0,0,0,17.69618563,0,17.2485355,5.969305288,20.42610958,0,4.794537184,0,0,0,12.13273414,0,5.563451492,0,17.2485355,0,0,5.969305288,7,0,0,0,0,0,0,0,0,5,0,0,5,1,0,3,3,0,1,10,5,4,4,0,0,5,0,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0
NC(Cc1ccccc1)C(O)=O,96,NC(Cc1ccccc1)C(=O)O,NC(Cc1ccccc1)C(=O)O,1,29.94718888,NC(Cc1ccccc1)C(O)=O,0.641,45.7572,70.82187601,63.32,165.192,165.0789786,3,3,3,2,2,0,3,12,23,1,1,0,0,0,0,0,1,0,0,0.222222222,6.604020551,3.722224694,2.634453445,1.615637533,0.955337441,3.722224694,2.634453445,1.615637533,0.955337441,-1.35,8.743896714,3.875200928,2.358651236,5.733667477,17.11767351,11.21535881,0,5.563451492,30.33183534,0,0,0,0,0,0,9.901064579,0,0,5.733667477,12.46266245,0,35.89528683,0,0,5.969305288,10.84019487,4.794537184,0,0,0,30.33183534,11.98427311,0,0,6.041840829,0,0,0,5.969305288,9,0,0,0,0,0,0,1,0,2,0,0,5,1,0,3,3,0,3,5,3,3,2,0,0,3,1,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0
COc1ccc(O)cc1,86,COc1ccc(O)cc1,COc1ccc(O)cc1,1,20.13452354,COc1ccc(O)cc1,1.4008,34.6588,53.70412422,29.46,124.139,124.0524295,2,1,1,1,2,0,2,9,17,1,1,0,0,0,0,0,1,0,0,0.142857143,5.164862963,2.657346438,1.698025295,1.072423069,0.582220945,2.657346438,1.698025295,1.072423069,0.582220945,-1.18,5.947877238,2.395561741,1.353393012,4.736862954,12.21632494,0,0,0,24.26546827,0,0,0,0,11.49902367,0,9.843390349,0,0,0,0,7.109797541,24.26546827,0,11.49902367,0,9.843390349,0,0,0,0,0,24.26546827,0,7.109797541,11.49902367,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,3,0,1,4,2,1,1,0,0,2,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0
c1cc2cccc3C=Cc(c1)c23,0,C1=Cc2cccc3cccc1c23,C1=Cc2cccc3cccc1c23,1,44.80610775,c1cc2cccc3C=Cc(c1)c23,3.3236,52.876,71.14751769,0,152.196,152.0626003,0,0,0,0,0,0,0,12,20,3,2,0,1,0,0,0,2,0,1,0,6.618802154,4.148717474,3.125925583,2.411609186,1.857122402,4.148717474,3.125925583,2.411609186,1.857122402,-1.56,6.01178896,1.977584521,0.620469022,0,0,0,0,11.12690298,36.39820241,0,22.92448864,0,0,0,0,0,0,0,0,0,0,47.52510539,0,0,22.92448864,0,0,0,0,0,48.55024262,21.89935141,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,1,2,0,0,0,0,4,3
C1CN2CCN1CC2,0,C1CN2CCN1CC2,C1CN2CCN1CC2,1,123.8641059,C1CN2CCN1CC2,-0.3824,32.88,50.07196663,6.48,112.176,112.1000484,2,0,0,0,2,0,2,8,20,3,0,3,3,0,3,3,0,0,0,1,5.137067878,3.397366596,2.683281573,2.197366596,1.519348531,3.397366596,2.683281573,2.197366596,1.519348531,-0.08,4.76658851,1.706856448,0.643745589,0,49.0683579,0,0,0,0,0,0,0,0,0,0,0,0,9.799819462,0,0,39.26853844,0,0,0,0,0,9.799819462,0,0,0,0,0,39.26853844,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,0,0,8,9
C1CCCCCCCCCCC1,6,C1CCCCCCCCCCC1,C1CCCCCCCCCCC1,1,8.733750338,C1CCCCCCCCCCC1,4.6812,55.404,77.74778313,0,168.324,168.1878008,0,0,0,0,0,0,0,12,36,1,0,1,1,0,0,0,0,1,1,1,8.485281374,6,4.242640687,3,2.121320344,6,4.242640687,3,2.121320344,0,10.08333333,7.638888889,5.625,0,0,0,0,77.04985948,0,0,0,0,0,0,0,0,0,0,0,77.04985948,0,0,0,0,0,0,0,0,0,0,77.04985948,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
CCO[P](S)(=S)OCC,1,CCOP(=S)(S)OCC,CCOP(=S)(S)OCC,1,-60.63503954,CCO[P](S)(=S)OCC,2.2137,46.523,66.25807696,18.46,186.238,185.9938082,2,0,4,1,3,0,5,9,20,0,0,0,0,0,0,0,0,0,0,1,8.138736588,6.530176619,6.591429137,3.078738218,2.415944947,2.739286389,1.304104931,0.584487454,0.363556364,0.92,9.92,4.69212897,5.368430493,0,13.21376393,20.85435041,0,13.8474744,0,0,0,0,0,0,17.9421666,9.047494323,0,0,0,13.8474744,13.21376393,0,0,0,29.74902268,9.047494323,0,0,0,0,12.24862899,25.65433049,0,13.21376393,0,0,5.693537601,0,0,4,0,0,0,0,2,1,0,0,2,0,0,7,1,0,0,0,0,4,4,2,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(CCCC)COP(O)(OCC(CCCC)CC)=O,7,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,1,-52.20940739,CCC(CCCC)COP(O)(OCC(CCCC)CC)=O,5.5528,88.3413,130.7843176,55.76,322.426,322.2272962,4,1,14,1,3,0,5,21,56,0,0,0,0,0,0,0,0,0,0,1,15.2393676,10.09843481,7.346601758,4.984036001,3.10562308,8.602989694,5.893092434,4.033316475,2.232684878,0.11,21.11,12.63394622,11.34630753,0,18.10717553,13.61254261,11.83581209,79.06152178,0,0,0,0,0,0,7.822697123,18.50595421,0,0,11.83581209,79.06152178,13.21376393,0,0,0,7.822697123,4.893411603,9.047494323,4.565048285,0,0,66.21987854,24.67745534,0,13.21376393,0,0,0,0,7.822697123,16,0,0,0,0,0,1,0,0,4,0,0,19,1,0,0,0,0,14,8,4,1,1,0,0,6,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)C=O,96,O=CC(=O)O,O=CC(=O)O,1,33.33465511,OC(=O)C=O,-0.7301,13.6998,28.22147109,54.37,74.035,74.00039392,3,1,1,1,2,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,2.341060446,0.952108338,0.456088798,0.10081715,0,0.952108338,0.456088798,0.10081715,0,-0.86,4.14,1.458471338,3.14,0,17.36199321,9.589074368,0,0,0,0,0,0,0,0,0,14.69560176,0,0,0,0,0,0,0,0,12.25546581,5.106527395,4.794537184,4.794537184,0,0,0,0,0,0,0,0,6.286160523,0,5.969305288,2,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,1,6,3,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
