SMILES,value (% BOD),Salt Stripped Molecule,SMILES (Optimized Geometry),Converged,Energy,SMILES (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1,-16.47820492,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0.7004,60.0924,98.19951532,75.27,232.239,232.0847922,5,2,2,2,3,4,5,17,29,2,1,1,1,0,1,1,1,0,0,0.25,9.318602999,5.33371621,3.862281316,3.026280987,2.064079211,5.33371621,3.862281316,3.026280987,2.064079211,-2.17,11.31940715,4.00892017,1.595455592,10.63357721,17.84547397,15.00406484,0,18.90801031,30.33183534,0,0,0,4.794537184,0,0,14.38361155,0,10.63357721,0,18.75954929,0,35.89528683,0,0,17.84547397,0,20.22265158,4.794537184,0,0,37.25557254,11.98427311,0,0,0,5.414990469,11.81435946,0,6.031114512,12,0,0,0,0,0,0,0,2,3,0,0,3,3,0,9,3,0,2,8,5,2,2,0,0,4,1,0,0,7,4,1,0,0,0,2,0,0,0,0,0,0
CC(O)C(O)=O,76,CC(O)C(=O)O,CC(O)C(=O)O,1,18.51507187,CC(O)C(O)=O,-0.5482,19.3166,35.21912486,57.53,90.078,90.03169405,3,2,1,2,2,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0.666666667,3.380025751,1.551955237,1.014211137,0.35739023,0,1.551955237,1.014211137,0.35739023,0,-0.57,5.43,1.76763384,1.72154519,0,22.28632647,4.794537184,0,6.9237372,0,0,0,0,0,0,0,15.00759197,0,0,0,13.02770359,0,0,0,0,5.969305288,10.21305479,0,4.794537184,0,0,0,6.9237372,0,0,6.103966388,0,0,0,5.969305288,3,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,1,6,3,2,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1,56.61000444,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,6.4955,85.037,136.7347127,0,354.491,351.9146887,0,0,2,0,0,0,5,19,28,2,2,0,0,0,0,0,2,0,0,0.142857143,13.36561952,7.343493361,7.319538645,3.89260999,2.888780653,5.453670996,4.077727699,2.734003689,1.880875391,-0.11,15.28210125,6.114691574,3.932918957,0,3.792535936,0,0,17.04480903,48.53093655,10.04526663,0,0,0,0,58.00469945,0,0,0,0,9.710441982,0,69.70310616,0,0,58.00469945,0,0,0,0,0,82.27016773,35.39237126,10.04526663,5.917906046,0,0,3.792535936,0,0,14,0,5,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,2,0,0,0,0,0,0,5,0,1,1,8,4,0,0,0,0,2,0,0,0,0,0,0
OC(=O)c1c(Cl)ccc(Cl)c1Cl,1,O=C(O)c1c(Cl)ccc(Cl)c1Cl,O=C(O)c1c(Cl)ccc(Cl)c1Cl,1,13.71352211,OC(=O)c1c(Cl)ccc(Cl)c1Cl,3.345,48.4313,83.66189977,37.3,225.458,223.9198624,2,1,1,1,1,0,5,12,15,1,1,0,0,0,0,0,1,0,0,0,7.911842681,4.039254674,3.215708122,2.377111671,1.412915537,2.905361255,2.023343396,1.257856534,0.723117907,-0.44,9.64650519,3.519322271,1.657140002,0,11.07583268,0,0,10.35798868,12.13273414,15.06789994,0,0,0,0,34.80281967,9.901064579,0,0,0,0,0,32.76408557,0,0,40.77212496,5.106527395,0,4.794537184,0,0,34.80281967,12.13273414,0,20.63135143,0,0,0,0,5.969305288,7,0,3,0,0,0,0,0,0,2,0,0,5,1,0,3,3,0,1,4,2,1,1,0,0,5,0,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0
OCC(O)C(O)C(O)C(O)CO,82,OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO,1,23.15533611,OCC(O)C(O)C(O)C(O)CO,-3.5854,38.1988,69.32936411,121.38,182.172,182.0790382,6,6,5,6,6,0,6,12,26,0,0,0,0,0,0,0,0,0,0,1,6.406896212,3.481747672,2.481028635,1.512478162,0.671208827,3.481747672,2.481028635,1.512478162,0.671208827,-0.24,11.76,5.41346133,3.015404674,0,68.26879385,0,0,0,0,0,0,0,0,0,0,30.63916437,0,0,0,24.41586555,13.21376393,0,0,0,0,30.63916437,0,0,0,0,0,0,0,13.21376393,24.41586555,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,5,12,6,6,6,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Oc1ccccc1C(O)=O,88,CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,1,31.68026583,CC(=O)Oc1ccccc1C(O)=O,1.3101,44.7103,74.75705264,63.6,180.159,180.0422587,4,1,2,1,3,0,4,13,21,1,1,0,0,0,0,0,1,0,0,0.111111111,6.981359544,3.617453648,2.394955678,1.371154665,0.887171219,3.617453648,2.394955678,1.371154665,0.887171219,-1.84,9.249605735,3.709251258,2.297415033,4.736862954,17.04513797,4.794537184,0,17.28172588,24.26546827,0,0,0,0,5.749511833,0,19.43246472,0,0,0,6.9237372,0,29.82891977,0,5.749511833,11.93861058,9.843390349,4.794537184,4.794537184,0,0,12.13273414,12.13273414,6.9237372,0,11.31296332,0,0,0,11.93861058,9,0,0,0,0,0,0,0,0,4,0,0,5,2,0,3,3,0,2,8,4,1,1,0,0,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,1,25.84221038,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2086,41.4156,71.53158832,106.51,184.107,184.0120212,7,1,2,1,5,0,7,13,17,1,1,0,0,0,0,0,1,0,0,0,6.206684756,3.139151008,2.187236849,1.366512109,0.771622776,3.139151008,2.187236849,1.366512109,0.771622776,-2.18,8.912421442,3.052359621,1.695453002,0,14.95314949,0,20.22863654,0,18.19910121,0,0,0,11.37477255,5.749511833,0,14.95314949,0,0,0,0,0,38.42773774,0,5.749511833,11.37477255,5.106527395,20.22863654,0,0,0,0,6.066367068,6.066367068,15.91298917,0,5.749511833,0,5.687386275,5.687386275,6,0,0,0,0,0,0,2,0,5,0,0,5,2,0,3,3,0,2,14,7,1,1,2,2,5,0,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0
CCCC1=CC(=O)NC(=S)N1,0,CCCc1cc(=O)[nH]c(=S)[nH]1,CCCC1=CC(=O)NC(=S)N1,1,-8.041896582,CCCC1=CC(=O)NC(=S)N1,1.38499,46.2424,69.48582777,48.65,170.237,170.0513839,3,2,2,2,2,0,4,11,21,1,1,0,0,1,0,0,0,0,0,0.428571429,7.124556993,3.954507022,2.771199181,1.539605941,1.155078358,3.546258731,2.36295089,1.335481796,0.923391778,-0.9,8.199009901,3.479115436,2.307383934,5.559266895,9.967957042,6.420821623,4.771065771,19.03848682,10.86090425,0,0,0,0,0,12.21787344,0,0,9.967957042,0,19.76538045,0,26.88516491,0,0,12.21787344,4.983978521,9.778515705,0,0,0,13.34455882,18.63869507,11.76029506,0,0,4.771065771,0,5.559266895,0,7,0,0,0,0,1,0,0,2,1,0,0,3,2,0,3,3,0,2,4,3,2,2,0,0,3,2,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
CCOC(N)=O,0,CCOC(N)=O,CCOC(N)=O,1,-13.53726953,CCOC(N)=O,0.1016,21.2094,36.08409328,52.32,89.094,89.04767846,3,2,1,1,2,1,3,6,13,0,0,0,0,0,0,0,0,0,0,0.666666667,3.600953631,1.692705341,0.752048296,0.286596466,0.142258898,1.692705341,0.752048296,0.286596466,0.142258898,-0.73,5.27,2.504192037,3.27,5.733667477,12.70012204,4.736862954,0,6.9237372,0,0,0,0,4.794537184,0,0,9.531400138,0,0,5.733667477,6.9237372,6.606881965,0,0,0,6.093240071,10.47053043,0,4.794537184,0,0,0,6.9237372,0,6.606881965,0,0,0,0,6.093240071,3,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,0,0,1,5,3,2,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(Br)(CO)[N+]([O-])=O,0,O=[N+]([O-])C(Br)(CO)CO,O=[N+]([O-])C(Br)(CO)CO,1,5.542738492,OCC(Br)(CO)[N+]([O-])=O,-0.6611,32.824,59.57812609,83.6,199.988,198.9480198,5,2,3,2,4,0,6,9,15,0,0,0,0,0,0,0,0,0,0,1,6.036311942,2.910297989,2.9674505,1.60285463,0.165470054,2.117299719,1.491341985,0.811756461,0.165470054,-0.2,8.8,3.09218107,1.884458489,0,32.79832304,0,10.11431827,0,0,0,0,0,0,0,15.9299439,15.13636584,0,0,0,4.448193277,13.21376393,10.11431827,0,0,15.9299439,10.21305479,10.11431827,0,0,0,0,0,20.85325495,0,13.21376393,0,0,0,4.448193277,3,0,0,1,0,0,0,1,0,4,0,0,7,1,0,0,0,0,3,10,5,2,2,1,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC(Cl)(Cl)Cl,0,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,1,0.06819231,ClC(Cl)(Cl)Cl,2.5529,26.143,49.95231594,0,153.823,151.8754107,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,1,5.035573676,2.267786838,3.857142857,0,0,0.755928946,0.428571429,0,0,1.16,6.16,1.741848257,38.29198573,0,3.251717758,0,0,0,0,0,0,0,0,0,46.40375956,0,0,0,0,3.251717758,0,0,0,0,46.40375956,0,0,0,0,0,46.40375956,0,0,0,0,0,0,3.251717758,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCC(O)=O,79,NCC(=O)O,NCC(=O)O,1,17.10469142,NCC(O)=O,-0.9703,16.6902,29.39983969,63.32,75.067,75.0320284,3,3,1,2,2,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0.5,2.639918936,1.189532624,0.597862688,0.174620426,0,1.189532624,0.597862688,0.174620426,0,-0.57,4.43,1.72154519,3.43,5.733667477,17.62058909,4.794537184,0,0,0,0,0,0,0,0,0,9.901064579,0,0,5.733667477,0,6.544756406,0,0,0,5.969305288,10.84019487,4.794537184,0,0,0,0,0,0,6.544756406,0,0,0,0,5.969305288,2,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,1,5,3,3,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(O)CO,63,OCC(O)CO,OCC(O)CO,1,12.99591357,OCC(O)CO,-1.6681,20.1784,35.85183651,60.69,92.094,92.04734412,3,3,2,3,3,0,3,6,14,0,0,0,0,0,0,0,0,0,0,1,3.333204618,1.707151003,1.018971878,0.421498206,0.057735027,1.707151003,1.018971878,0.421498206,0.057735027,-0.12,5.88,3.084918033,2.137731959,0,34.6373125,0,0,0,0,0,0,0,0,0,0,15.31958218,0,0,0,6.103966388,13.21376393,0,0,0,0,15.31958218,0,0,0,0,0,0,0,13.21376393,6.103966388,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,6,3,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](CCC(N)=O)C(O)=O,72,NC(=O)CC[C@H](N)C(=O)O,NC(=O)CC[C@H](N)C(=O)O,1,15.51885194,N[C@@H](CCC(N)=O)C(O)=O,-1.3362,34.0396,57.99607883,106.41,146.146,146.0691422,5,5,4,3,3,1,5,10,20,0,0,0,0,0,0,0,0,0,0,0.6,5.409974546,2.804340372,1.949718718,1.018938848,0.421236303,2.804340372,1.949718718,1.018938848,0.421236303,-1.1,8.9,3.837557392,3.848565935,11.46733495,23.02485324,9.589074368,0,12.84164325,0,0,0,0,0,0,0,14.69560176,0,0,11.46733495,18.88348408,0,0,0,0,11.87648502,16.57386235,9.589074368,0,0,0,0,6.420821623,6.420821623,0,6.041840829,0,5.907179729,0,5.969305288,5,0,0,0,0,0,0,2,0,3,0,0,7,2,0,0,0,0,4,8,5,5,3,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)N,0,CN(C)N,CN(C)N,1,1.37149E-09,CN(C)N,-0.5783,17.8744,26.17405353,29.26,60.1,60.06874826,2,2,0,1,2,0,2,4,12,0,0,0,0,0,0,0,0,0,0,1,3.024563865,1.152626081,0.963611375,0,0,1.152626081,0.963611375,0,0,-0.08,3.92,1.262465753,253.92,5.84267027,19.10425649,0,0,0,0,0,0,0,0,0,0,0,0,5.008912524,5.84267027,0,14.09534397,0,0,0,0,0,10.85158279,0,0,0,0,0,14.09534397,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,2,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(O)C(Cl)(Cl)Cl,17,CC(C)(O)C(Cl)(Cl)Cl,CC(C)(O)C(Cl)(Cl)Cl,1,24.20536109,CC(C)(O)C(Cl)(Cl)Cl,2.1275,36.5878,63.5381098,20.23,177.458,175.9562479,1,1,0,1,1,0,4,8,15,0,0,0,0,0,0,0,0,0,0,1,6.848893853,3.174446926,4.338008487,2.081159543,0,2.040553507,2.056776063,0.693719848,0,0.83,8.83,2.218961958,2.402430194,0,14.50011414,0,0,13.8474744,0,0,0,0,0,0,34.80281967,5.106527395,0,0,0,23.24106115,0,0,0,0,34.80281967,5.106527395,0,0,0,0,34.80281967,13.8474744,0,0,5.601050811,0,3.792535936,0,0,4,0,3,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,1,1,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1,21.05446739,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,1.7696,70.3384,110.0002611,58.2,252.273,252.0898776,4,2,2,2,2,3,4,19,31,3,2,1,1,0,1,1,2,0,0,0.066666667,10.08999927,5.979615496,4.390299098,3.282289758,2.404675079,5.979615496,4.390299098,3.282289758,2.404675079,-2.62,11.46926413,4.242357076,1.68863557,10.63357721,11.93829424,10.33346244,0,11.12690298,60.66367068,0,0,0,4.794537184,0,0,9.589074368,0,10.63357721,0,5.538925252,0,71.79057367,0,0,11.93829424,5.316788604,10.11132579,4.794537184,0,0,60.66367068,11.12690298,0,0,0,5.538925252,0,5.907179729,6.031114512,15,0,0,0,0,0,0,0,2,2,0,0,2,2,0,11,6,0,2,6,4,2,2,0,0,2,0,0,0,12,4,1,0,0,1,2,0,0,0,0,0,0
CC(O)CO,90,CC(O)CO,CC(O)CO,1,10.26467407,CC(O)CO,-0.6405,18.7666,31.05760276,40.46,76.095,76.0524295,2,2,1,2,2,0,2,5,13,0,0,0,0,0,0,0,0,0,0,1,3.178884241,1.560025215,1.031595552,0.264223844,0,1.560025215,1.031595552,0.264223844,0,-0.08,4.92,2.175102041,3.92,0,22.92390314,0,0,6.9237372,0,0,0,0,0,0,0,10.21305479,0,0,0,13.02770359,6.606881965,0,0,0,0,10.21305479,0,0,0,0,0,6.9237372,0,12.71084835,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,4,2,2,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CCO1,79,O=C1CCO1,O=C1CCO1,1,-8.384002888,O=C1CCO1,-0.0667,15.576,29.73837143,26.3,72.063,72.02112937,2,0,0,0,2,0,2,5,9,1,0,1,1,0,1,1,0,0,0,0.666666667,2.730710143,1.550476816,0.97047018,0.569235928,0.13436437,1.550476816,0.97047018,0.569235928,0.13436437,-0.53,2.693713647,0.707536304,0.250604861,0,12.57618725,9.531400138,0,6.420821623,0,0,0,0,0,0,0,9.531400138,0,0,0,6.420821623,6.606881965,0,0,0,5.969305288,4.736862954,4.794537184,0,0,0,0,0,0,6.420821623,6.606881965,0,0,0,5.969305288,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,4,2,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,0,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,1,91.07582432,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,5.6828,81.216,144.7427634,0,409.782,405.7977716,0,0,0,0,0,0,8,18,24,3,0,2,3,0,0,0,0,2,3,0.8,14.58765521,8.354834449,9.294475915,9.791961427,7.460477664,5.21417605,4.954289079,4.316900466,3.48364159,2.06,14.97496117,4.074683778,1.28086079,0,24.83587443,0,11.83581209,6.420821623,10.0645727,0,0,0,0,0,92.80751912,0,0,0,11.83581209,31.25669606,0,10.0645727,0,0,92.80751912,0,0,0,0,46.40375956,46.40375956,12.33872767,5.917906046,20.81874844,9.748344583,4.333354113,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,8,0,0,11,1,0,0,0,0,0,0,0,0,8,0,0,0,1,6,3,0,0,3,0,0,0,0,0,5,3
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,7,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,21.1694406,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.0058,48.1468,83.43870178,20.23,231.893,229.8859754,1,1,0,1,1,0,5,11,13,1,1,0,0,0,0,0,1,0,0,0,8.060137541,4.068743905,3.387113299,2.630203616,1.464053243,2.556886013,1.816784099,1.089961767,0.556614985,0.18,9.269445438,3.276997468,1.672676909,0,5.106527395,0,0,0,6.066367068,20.09053325,0,0,0,5.749511833,46.40375956,5.106527395,0,0,0,0,0,26.15690032,0,5.749511833,46.40375956,5.106527395,0,0,0,0,46.40375956,6.066367068,0,15.06789994,5.022633314,5.749511833,0,0,0,6,0,4,0,0,0,0,0,0,1,0,0,5,0,0,3,3,0,0,2,1,1,1,0,0,5,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0
Cc1cc(O)ccc1Cl,0,Cc1cc(O)ccc1Cl,Cc1cc(O)ccc1Cl,1,13.2372271,Cc1cc(O)ccc1Cl,2.35402,37.8538,58.89384521,20.23,142.585,142.0185425,1,1,0,1,1,0,2,9,16,1,1,0,0,0,0,0,1,0,0,0.142857143,5.813157822,3.028587379,2.340686916,1.565606627,0.746419444,2.650622906,1.93348679,1.141527288,0.628870893,-0.69,6.430336943,2.275364016,1.360160985,0,5.106527395,0,6.9237372,5.563451492,18.19910121,5.022633314,0,0,0,5.749511833,11.60093989,5.106527395,0,0,0,6.9237372,0,28.78518601,0,5.749511833,11.60093989,5.106527395,0,0,0,0,11.60093989,30.6862899,5.022633314,0,5.749511833,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,3,0,0,2,1,1,1,0,0,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
Nc1ccc(cc1)N=Nc2ccccc2,0,Nc1ccc(N=Nc2ccccc2)cc1,Nc1ccc(N=Nc2ccccc2)cc1,1,37.71339693,Nc1ccc(cc1)N=Nc2ccccc2,3.6842,61.4724,88.27516587,50.74,197.241,197.0952974,3,2,2,1,3,0,3,15,26,2,2,0,0,0,0,0,2,0,0,0,8.167929883,4.667939538,3.127081382,1.930221842,1.151119336,4.667939538,3.127081382,1.930221842,1.151119336,-2.16,9.397151926,4.371400189,2.639650753,5.733667477,0,0,0,0,64.82580387,0,0,0,17.06215882,0,0,0,0,0,10.22850025,0,5.733667477,54.59730362,0,0,17.06215882,5.733667477,0,0,10.22850025,0,18.19910121,36.39820241,5.687386275,11.37477255,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,1,0,6,6,0,2,3,3,2,1,0,0,1,2,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0
OCCc1ccccc1,87,OCCc1ccccc1,OCCc1ccccc1,1,16.92262816,OCCc1ccccc1,1.2214,37.2318,54.9555211,20.23,122.167,122.0731649,1,1,2,1,1,0,1,9,19,1,1,0,0,0,0,0,1,0,0,0.25,5.248178504,3.080464759,1.959205357,1.243303196,0.773776683,3.080464759,1.959205357,1.243303196,0.773776683,-0.82,6.302249389,3.253988637,1.859038602,0,11.71340936,6.420821623,0,5.563451492,30.33183534,0,0,0,0,0,0,5.106527395,0,0,0,6.420821623,6.606881965,35.89528683,0,0,0,5.106527395,0,0,0,0,30.33183534,11.98427311,6.606881965,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,3,0,2,2,1,1,1,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
OCCS,21,OCCS,OCCS,1,3.888936362,OCCS,-0.0915,20.9388,31.05349356,20.23,78.136,78.01393581,1,1,1,2,2,0,2,4,10,0,0,0,0,0,0,0,0,0,0,1,3.203067944,1.764911064,0.894427191,0.3,0,1.132455532,0.447213595,0.1,0,0.31,4.31,3.31,2.31,0,17.46626297,0,0,0,0,0,0,0,0,0,12.62878915,5.106527395,0,0,0,0,12.35973557,0,0,0,12.62878915,5.106527395,0,0,12.62878915,0,0,0,5.752853607,6.606881965,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,2,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC/C=CCC=C/CCCCCCCC(O)=O,84,CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,1,3.660255092,CCCCC/C=CCC=C/CCCCCCCC(O)=O,5.8845,86.9938,124.5198168,37.3,280.452,280.2402303,2,1,14,1,1,0,2,20,52,0,0,0,0,0,0,0,0,0,0,0.722222222,13.15014434,8.288050943,5.374473849,3.341276041,2.087652976,8.288050943,5.374473849,3.341276041,2.087652976,-1.05,18.95,16.00571031,16.95,0,11.07583268,4.794537184,0,83.97359667,24.30408043,0,0,0,0,0,0,9.901064579,0,0,0,83.97359667,0,24.30408043,0,0,5.969305288,5.106527395,4.794537184,0,0,0,63.33192574,38.52492974,6.420821623,0,0,0,0,0,5.969305288,18,0,0,0,0,0,0,0,0,2,0,0,16,3,0,0,0,0,14,4,2,1,1,0,0,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN,0,CNN,CNN,1,2.93782E-13,CNN,-0.9205,13.2471,19.59913993,38.05,46.073,46.05309819,2,3,0,2,2,0,2,3,9,0,0,0,0,0,0,0,0,0,0,1,2.077350269,0.788675135,0.288675135,0,0,0.788675135,0.288675135,0,0,-0.08,2.92,1.92,1.92,11.26846167,7.047671983,0,0,0,0,0,0,0,0,0,0,0,0,5.425791397,5.84267027,0,7.047671983,0,0,0,0,0,11.26846167,0,0,0,0,7.047671983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)CS[P](=S)(OC)OC,0,CNC(=O)CSP(=S)(OC)OC,CNC(=O)CSP(=S)(OC)OC,1,-80.84573334,CNC(=O)CS[P](=S)(OC)OC,0.9829,54.8277,81.30244672,47.56,229.263,228.9996219,4,1,5,1,5,1,7,12,24,0,0,0,0,0,0,0,0,0,0,0.8,9.722982182,7.371979981,8.282878706,6.75527273,3.102295145,3.143145995,1.758975315,1.079810318,0.389797755,0.39,12.39,5.937904812,4.424102132,5.316788604,32.9273004,25.6488876,0,0,0,0,0,0,0,0,17.0752624,13.84203151,0,5.316788604,0,0,27.02012067,0,0,0,34.78929821,14.36428293,4.794537184,0,0,0,11.3817248,11.80685609,21.26726707,5.752853607,0,0,11.60071733,0,0,5,0,0,0,0,2,1,1,0,3,0,0,9,2,0,0,0,0,5,7,4,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C2(Cl)Cl,1,121.465238,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.4814,77.575,139.9679981,12.53,380.913,377.870631,1,0,0,0,1,0,7,19,27,5,0,4,5,0,1,1,0,3,4,0.833333333,13.8828172,8.516931628,9.581833664,10.15827796,8.434422266,6.24914479,6.306182474,5.86577824,5.298209214,1.44,12.93215822,3.201411116,0.985958268,0,26.28963147,4.736862954,23.67162418,6.420821623,10.0645727,0,0,0,0,0,69.60563934,4.736862954,0,0,23.67162418,32.71045309,0,10.0645727,0,0,69.60563934,4.736862954,0,0,0,23.20187978,46.40375956,30.09244581,0,22.27250548,9.748344583,4.333354113,0,0,0,12,0,6,0,0,0,0,0,0,0,1,0,6,0,0,16,1,0,0,2,1,0,0,0,0,6,0,0,0,2,8,3,1,0,4,0,0,0,0,0,10,6
